id,date,time,timezone,username,tweet,Hate speech label,mentions,replies_count,retweets_count,likes_count,hashtags,retweet
1.21495545505677E+018,2020-01-08,22:32:07,India Standard Time,yunusm,"Jama Masjid #Delhi against #CAA #NRC
#RepealCAA #RejectNRC #JamaMasjid
#IndiaAgainstCAA_NRC
#CABProtests
#NRCProtests
#IndiaDoesNotSupportCAA
@kashiflion @pepper_smoker @OvaisSultanKhan @ReallySwara @ladeedafarzana @anuragkashyap72 @Mdzeeshanayyub pic.twitter.com/zoCDmC2g9B",0,"['kashiflion', 'pepper_smoker', 'ovaissultankhan', 'reallyswara', 'ladeedafarzana', 'anuragkashyap72', 'mdzeeshanayyub']",0,1,1,"['#delhi', '#caa', '#nrc', '#repealcaa', '#rejectnrc', '#jamamasjid', '#indiaagainstcaa_nrc', '#cabprotests', '#nrcprotests', '#indiadoesnotsupportcaa']",False
1.21495365143051E+018,2020-01-08,22:24:57,India Standard Time,konnektify,"Supermassive black hole bigger than 7 billion Suns is spinning ...
And We have our PM&HM working on #CAA #NRC
#CAA_NRC_Protests
#CAA_NRC_NPR https://www.businessinsider.in/science/space/news/supermassive-black-hole-bigger-than-7-billion-suns-is-spinning-so-fast-that-its-close-to-breaking-the-laws-of-physics/articleshow/73137059.cmsÂ â€¦",0,[],0,0,1,"['#caa', '#nrc', '#caa_nrc_protests', '#caa_nrc_npr']",False
1.2149505873489E+018,2020-01-08,22:12:47,India Standard Time,baadshah_benaam,"of course common people are supporting #CAA and #NRC of course like other #leftists and #liberals these women are lying, they have done something more. if they have they should be #evicted. supporting #persecuted #minorities is a crime. shame on you all.",1,"['scribe_prashant', 'abhisar_sharma', 'arvindkejriwal']",0,0,0,"['#caa', '#nrc', '#leftists', '#liberals', '#evicted', '#persecuted', '#minorities']",False
1.21494832577597E+018,2020-01-08,22:03:48,India Standard Time,s_sundararajan,#radharavi entry is a big game changer for @BJPtamilagam . He ll attract people through his determined speech and he ll make even Muslims to understand #CAA better .  https://twitter.com/BJPtamilagam/status/1214908933183176704,0,['bjptamilagam'],0,0,0,"['#radharavi', '#caa']",False
1.21494810521009E+018,2020-01-08,22:02:55,India Standard Time,angkitadutta,CAA awareness program at Booth No  53 in Morabozar Panchayat with Congress workers. As directed by @INCAssam signature campaign against #CAA is being done. #NoCAA pic.twitter.com/H31VMDjv8v,0,['incassam'],0,3,9,"['#caa', '#nocaa']",False
1.21494794628794E+018,2020-01-08,22:02:17,India Standard Time,karthikjibes,Excellent argument. Now America also owes land to Indians. America kindly give us our share of land like we had given to #CAA protestors 70 years back. That part of deal is still pending. Next certainly u are obligated to give us visa free entry  &we also have rights to blow u up,1,['vsirnate'],1,0,0,['#caa'],False
1.21494328793032E+018,2020-01-08,21:43:47,India Standard Time,3927502612ee446," https://twitter.com/BBCHindi/status/1214897431177048064?s=20Â â€¦
Protest against #CAA #NPR and violence in JNU in DU today.",0,[],0,0,0,"['#caa', '#npr']",False
1.21493973996853E+018,2020-01-08,21:29:41,India Standard Time,deshpande_mp,We will goto #JNU to support #CAA,0,['deepikapadukone'],0,0,0,"['#jnu', '#caa']",False
1.21493972996515E+018,2020-01-08,21:29:38,India Standard Time,shubham_rss_,"Understand the chronology 
These protest aren't against #CAA
#BharatBandh
#bycottdeepika
#CAAProtest #boycottchhapaak #JNUViolence pic.twitter.com/m9YeHhE5tJ",0,[],0,3,4,"['#caa', '#bharatbandh', '#bycottdeepika', '#caaprotest', '#boycottchhapaak', '#jnuviolence']",False
1.21493410478285E+018,2020-01-08,21:07:17,India Standard Time,sbprising,#CAA is not anti Muslim but #AntiCAAProtests is certainly Anti Hindu n Hinduphobic has taken the charge of the protest with some illiterate.,1,[],0,0,0,"['#caa', '#anticaaprotests']",False
1.21491618372562E+018,2020-01-08,19:56:04,India Standard Time,aprturepriority,"Excerpts from the anti-CAA protests at Jantar Mantar on 19 December
.
.
#CAAProtest #JamiaMilliaIslamia #nrc #CAA #jamia #nationstands #agaistcaa #citizenamendmentAct #caA
#jamiamilliaislamiauniversity #CAB #AntiCAB #JamiaProtests #amu #amuprotest #CAAprâ€¦  https://ift.tt/2ZYReHgÂ  pic.twitter.com/oqgrT0PJWy",0,[],0,0,1,"['#caaprotest', '#jamiamilliaislamia', '#nrc', '#caa', '#jamia', '#nationstands', '#agaistcaa', '#citizenamendmentact', '#caa', '#jamiamilliaislamiauniversity', '#cab', '#anticab', '#jamiaprotests', '#amu', '#amuprotest', '#caapr']",False
1.21497098800313E+018,2020-01-08,23:33:51,India Standard Time,daijiworldnews,"M'luru: Handbills supporting #CAA, #NRC distributed - BJP activists, shopkeepers clash https://www.daijiworld.com/news/newsDisplay.aspx?newsID=661411Â â€¦",0,[],0,0,0,"['#caa', '#nrc']",False
1.21497090836606E+018,2020-01-08,23:33:32,India Standard Time,akchaudh,"Shame on #BJP. So, that's how your support for #CAA comes by threatening students and Indian citizens. What for? To give citizens to foreigners and then you will threaten them?  https://twitter.com/Shaikabdulrahm1/status/1214916790846754819Â â€¦",0,[],0,0,0,"['#bjp', '#caa']",False
1.21497055140545E+018,2020-01-08,23:32:07,India Standard Time,sunny_0999,Crores of people??? In your dream.. Empty vessels make much noise! The majority is quiet coz they all support #CAA #IndiaSupportsCCA,0,"['ustasuleman', 'freentglty', 'rahulkanwal']",0,0,0,"['#caa', '#indiasupportscca']",False
1.21497024466778E+018,2020-01-08,23:30:54,India Standard Time,obaidul07224786,"Today,  i participated in this Protest against #CAA, #NRC, #NPR at shaheenbagh, Delhi. 

Lovely child are chanting slogan like as ""Azadi"" against #CAA. You see the link. 

 https://m.facebook.com/story.php?story_fbid=2400737640038504&id=100003068751359Â â€¦",0,[],0,0,0,"['#caa', '#nrc', '#npr', '#caa']",False
1.21497019903773E+018,2020-01-08,23:30:43,India Standard Time,hvenkateshbhat,Can somebody explain the logic between #BharatBandh2020 and #CAA #NRC and #NPR,0,[],0,0,0,"['#bharatbandh2020', '#caa', '#nrc', '#npr']",False
1.21497009970407E+018,2020-01-08,23:30:19,India Standard Time,iamanisha2,"Jammu supports CAA

#CAA
#supportsCAA
@priyasethibjp
@DostKhan_Jammu
@drmonika_langeh
@Ibne_Sena @abbas_nighat @dograjournalist @nsitharaman @sambitswaraj @smritiirani pic.twitter.com/fjkVepOWkD",0,"['priyasethibjp', 'dostkhan_jammu', 'drmonika_langeh', 'ibne_sena', 'abbas_nighat', 'dograjournalist', 'nsitharaman', 'sambitswaraj', 'smritiirani']",0,0,0,"['#caa', '#supportscaa']",False
1.21497007334722E+018,2020-01-08,23:30:13,India Standard Time,iemilind,"Not about #CAA-#re but Race.
Not about NPR but NoPaRity.
Not about JAIL but FREEDOM.
Not about the Dead but those Alive.",0,[],0,0,0,"['#caa', '#re']",False
1.21497006605753E+018,2020-01-08,23:30:11,India Standard Time,vikkam21,"Some invited #Bollywood stars chose to not attend the meeting.
The ones who did were #bullied by the Liberal #Fascists who have this uncontrollable need to ensure nobody must have the temerity to differ with their agenda, which is often based on lies & half-truths #CAA #NRC https://www.opindia.com/2020/01/how-liberals-fascists-targeted-bollywood-celebs-who-attended-piyush-goyal-meeting-caa",1,[],0,0,0,"['#bollywood', '#bullied', '#liberal', '#fascists', '#caa', '#nrc']",False
1.21496972384845E+018,2020-01-08,23:28:49,India Standard Time,mari_desilva,History repeating itself.... Powerful art by #SPPushpakanthan #politicalart Rise of the #rightwing #lka #India #CAA #JNU #weresist pic.twitter.com/kxkjlasppo,0,[],0,0,0,"['#sppushpakanthan', '#politicalart', '#rightwing', '#lka', '#india', '#caa', '#jnu', '#weresist']",False
1.2149696897444E+018,2020-01-08,23:28:41,India Standard Time,settykmk,@INCIndia is #Burning #INDIA just because they are not in POwer by #Inciting #Muslims of this country through fucking #FAKE news on #CAA which once they only wanted to pass. #India is doing fantastically well . #FoxConn gone out of #Maharashtra after #Fucking u came take care,1,['incindia'],0,0,0,"['#burning', '#india', '#inciting', '#muslims', '#fake', '#caa', '#india', '#foxconn', '#maharashtra', '#fucking']",False
1.21496966368099E+018,2020-01-08,23:28:35,India Standard Time,_spikeguard_,Reporters asking students and film actors about #CAA  https://twitter.com/jellyx20/status/1214876673117769728Â â€¦,0,[],0,0,0,['#caa'],False
1.21496913677994E+018,2020-01-08,23:26:29,India Standard Time,indrachintu07,"You should have laughed louder and ASKED who said Muslims will b declared non citizens after #CAA .. 

It's just overthinking",0,['saffron_kanya'],0,0,0,['#caa'],False
1.21496898854066E+018,2020-01-08,23:25:54,India Standard Time,real_anand1,"Not Hindus. Not Muslims. Not Jains. Not Sikhs. Not Christians. Not Parsees. Not Buddhists.

ONLY INDIANS.

Indians united against hate.
Indians united against #CAA
#IndiaDoesNotSupportCAAÂ 
#NotMyPM pic.twitter.com/gTbu7pD2Gl",0,[],3,2,6,"['#caa', '#indiadoesnotsupportcaa', '#notmypm']",False
1.21496889501607E+018,2020-01-08,23:25:32,India Standard Time,shinodtweets,"Let's spread the protest to the villages, Shah will run kilometres back with his #NRC and #CAA.

@ahmedpatel @RahulGandhi #NRC_CAA_Protest",0,"['suchitrav', 'alfgunvald', 'ahmedpatel', 'rahulgandhi']",0,0,1,"['#nrc', '#caa', '#nrc_caa_protest']",False
1.21496883083483E+018,2020-01-08,23:25:16,India Standard Time,haqspeaks,Terrorist @AmitShah clearing rumours of connection between #CAA #NRC. #JNUTerrorAttack #SOSJNU pic.twitter.com/bNLMU6uh8O,1,['amitshah'],0,0,0,"['#caa', '#nrc', '#jnuterrorattack', '#sosjnu']",False
1.2149685522156E+018,2020-01-08,23:24:10,India Standard Time,34joshi,#CAA @FarOutAkhtar @deepikapadukone @diya @AmyraDastur93 @sonamakapoor @ReallySwara  Please read if you know how to read. https://twitter.com/PandaJay/status/1214746589169737729Â â€¦,0,"['faroutakhtar', 'deepikapadukone', 'diya', 'amyradastur93', 'sonamakapoor', 'reallyswara']",0,0,0,['#caa'],False
1.21496844009347E+018,2020-01-08,23:23:43,India Standard Time,asish19x,"#CAA ends statelessness and reaffirms India's commitment to the beautiful, and very very Indian, idea of #Secularism. It is positive discrimination and not negative, which upholds the spirit of the Indian Constitution. What @INCIndia did was appeasement and vote bank politics. https://twitter.com/UN/status/1214962493673619462Â â€¦",0,['incindia'],0,0,0,"['#caa', '#secularism']",False
1.21496841122406E+018,2020-01-08,23:23:36,India Standard Time,rightistsingh,"The Quote: ""Educate, Agitate , Organise"" is of Bhimrao Ramji Ambedkar

BR Ambedkar was against the #Article370 thus he would never support Azadi/ Free Kashmir Propaganda

Baba Sahib despised IsIamic practices & would support #CAA for Budhists too.",0,['khanumarfa'],0,0,1,"['#article370', '#caa']",False
1.21496830928154E+018,2020-01-08,23:23:12,India Standard Time,ragskashyap,More power to women. #CAA  https://twitter.com/arundev1/status/1214923362280992769Â â€¦,0,[],0,0,0,['#caa'],False
1.21496826715387E+018,2020-01-08,23:23:02,India Standard Time,girija45701,"I believe that #CAA and even #NRC should be done. I believe that this is good for our future generations. History and not present will judge us on the stand we took. India is for Indians. Period, not for everyone else.",0,['chetan_bhagat'],0,0,0,"['#caa', '#nrc']",False
1.21496814184928E+018,2020-01-08,23:22:32,India Standard Time,shehzia1,"Nobel Laureate Abhijit on what's the problem with  #CAA and #NRC - 

It's too much power in hands of a few, who decide whether you're on a citizen list or not. Powerful can easily use law to extort anyone opposing them, across religions.  
 https://youtu.be/cmNl422mqOcÂ .",0,[],0,0,0,"['#caa', '#nrc']",False
1.21496814153874E+018,2020-01-08,23:22:32,India Standard Time,systemare,#CAA is made completely under constitution which you never read till now! Please start reading other books as well so get actual knowledge. It is implemented law already as an act. If you oppose it violently you are disrespecting our Constitution,0,['itz_zaan'],0,0,0,['#caa'],False
1.21496814078794E+018,2020-01-08,23:22:32,India Standard Time,rashtrapremisa1,"A doctor couple in India's most literate state Kerala claims they won't treat patients who support #CAA. 

Literacy and degrees doesn't necessarily mean education and wisdom! 
#  pic.twitter.com/qKz1tOBJTo",0,[],0,0,0,['#caa'],False
1.21496807562942E+018,2020-01-08,23:22:16,India Standard Time,absurdly_yours,"More power to the common people. More common sense to those in power.

#CAA #NRC https://twitter.com/MirrorNow/status/1214884134054612995Â â€¦",0,[],0,0,0,"['#caa', '#nrc']",False
1.21496807302892E+018,2020-01-08,23:22:16,India Standard Time,rajnigoswami8,#CAA is for all Indians born on this great land. @HinduAmerican @HinduYouthAlert @HinduismToday @hinduawakening @hindudevotional https://twitter.com/shrigurupawanji/status/1214967350996287488Â â€¦,0,"['hinduamerican', 'hinduyouthalert', 'hinduismtoday', 'hinduawakening', 'hindudevotional']",0,0,0,['#caa'],False
1.21496795931714E+018,2020-01-08,23:21:49,India Standard Time,a_gilly69,"This dumb @ReallySwara if doesn't have a passport also, then how did she travel abroad for shoots? These people are only misleading ignorant and unread people.

@SadhguruJV nailed it.

@INCIndia sucks #CAA_NRC_NPR #CAAProtest #CAA #CAASupport #CAA_NRC_Protest #NRC_CAA #NRC pic.twitter.com/hlnaJAhoXm",1,"['reallyswara', 'sadhgurujv', 'incindia']",0,0,1,"['#caa_nrc_npr', '#caaprotest', '#caa', '#caasupport', '#caa_nrc_protest', '#nrc_caa', '#nrc']",False
1.21496787504953E+018,2020-01-08,23:21:29,India Standard Time,jayantmody,I am with #CAA  pic.twitter.com/e8aR2YKGTB,0,[],0,0,0,['#caa'],False
1.21496785242534E+018,2020-01-08,23:21:23,India Standard Time,vikram140gulati,No but she's fine with the #CAA so that's the catch - the #CAA in its present form is utterly defective and is in conflict with the concept of equality to all religious groups in #India as per the Constitution,0,"['i_theindian', 'anjanaomkashyap']",0,0,0,"['#caa', '#caa', '#india']",False
1.21496782603475E+018,2020-01-08,23:21:17,India Standard Time,hosurimthiyas,"All brother and sister joining this program Against #CAA-NRC-NPR TIRANGA RALLY @ Old City (Hyderabad, India)  https://www.instagram.com/p/B7EVQrCBzZ7/?igshid=pllmwlyndqzqÂ â€¦",0,[],0,1,1,['#caa'],False
1.21496764273111E+018,2020-01-08,23:20:33,India Standard Time,gupta_arunabh,"You are wrong Ma'am

Additional Independence was given to those who purposely chose to stay back and break the country again... in the name of protests against #CAA and #NRC",0,"['sane_indian', 'sardesairajdeep', 'indiatoday']",0,0,0,"['#caa', '#nrc']",False
1.21496756396625E+018,2020-01-08,23:20:14,India Standard Time,poornimachouha6,"In INDIA you are Not Hindus,Not Muslims,Not Jains,Not Sikhs,Not Christians,Not Parsees,Not Buddhists.
But once go to Pakistan/Bangladesh and see what is the price of being Non-Muslim

ONLY INDIANS.
Indians united4 humanity
Indians united4 #CAA
#IndiaDoesSupportCAAÂ 
#proudofMyPM",0,['i_theindian'],1,0,0,"['#caa', '#indiadoessupportcaa', '#proudofmypm']",False
1.21496752003525E+018,2020-01-08,23:20:04,India Standard Time,vikkam21," https://thelogicalindian.com/news/bollywood-celebs-caa-meet/ Bollywood celebrities who came out in protest against the CAA were absent
When there is a proper platform to voice disagreements, questions, confusion, why stay away?
Please do not excuse it as their way of protest for they could have swayed many not yet convinced for the #CAA #NRC",0,[],0,0,0,"['#caa', '#nrc']",False
1.2149671490239E+018,2020-01-08,23:18:35,India Standard Time,athar96966007,I reject #NRC #CAA  AND SHAME ON BJP POLITICS,0,['bjp4india'],0,0,1,"['#nrc', '#caa']",False
1.21496713960355E+018,2020-01-08,23:18:33,India Standard Time,ask0704,And to those protesting without reading about the #CAA I would urge you all to go to @KartikeyaTanna s TL and read the points that he has made. It clears up a lot of misinformation. #CAAProtest,0,['kartikeyatanna'],0,0,0,"['#caa', '#caaprotest']",False
1.21496703537073E+018,2020-01-08,23:18:08,India Standard Time,pratidintime,"#NATIONAL | Bollywood celebs support CAA; BJP shares video 
#BJP #Bollywood #CAA #Shaan
@BJP4India https://www.pratidintime.com/bollywood-celebs-support-caa-bjp-shares-video/Â â€¦",0,['bjp4india'],1,0,3,"['#national', '#bjp', '#bollywood', '#caa', '#shaan']",False
1.21496696405078E+018,2020-01-08,23:17:51,India Standard Time,neerajrai_ind,It's wrong to boycott on this but she need to understand that the gathering was by a union of students against #caa and all so she has to confirm what is her stand on #CAA,0,['priyals11'],0,0,0,"['#caa', '#caa']",False
1.21496685181537E+018,2020-01-08,23:17:25,India Standard Time,bachchhasyogesh,"I Support #CAA. 
Miss call on 8866288662. 
I support you
 @narendramodi ji and @amitshah ji pic.twitter.com/YxRNZYRT4t",0,"['narendramodi', 'amitshah']",0,0,1,['#caa'],False
1.21496681380674E+018,2020-01-08,23:17:16,India Standard Time,madrasmanaar,"But if protests against the #CAA are any yardstick, then surely an #Indian passport is prized one - Especially amongst. Pakistan, Afghanistan, Bangladesh",0,['hka_2017'],0,0,0,"['#caa', '#indian']",False
1.21496672565912E+018,2020-01-08,23:16:55,India Standard Time,ashlinpmathew,"And the Jharkhand Govt scraps the sedition cases filed against those protesting #CAA & #NRC. Instead cases have been slapped on the erring officials. 
#IndiaAgainstCAA_NRC  https://twitter.com/hemantsorenjmm/status/1214947760408944640Â â€¦ pic.twitter.com/GupIFae0F7",0,[],0,0,2,"['#caa', '#nrc', '#indiaagainstcaa_nrc']",False
1.21496643765724E+018,2020-01-08,23:15:46,India Standard Time,pradhant,Very clear and concise! #caa #nrc https://twitter.com/ndtv/status/1214963485693632515Â â€¦,0,[],0,0,0,"['#caa', '#nrc']",False
1.21496637671839E+018,2020-01-08,23:15:31,India Standard Time,ask0704,It is one thing to protest or oppose the #CAA .. but to use that to say stuff like Aazadi is nonsense.. worse there are anchors promoting it rather than asking questions that should be asked. #CAAProtests,0,[],1,2,2,"['#caa', '#caaprotests']",False
1.21496581460609E+018,2020-01-08,23:13:17,India Standard Time,smoiz,@NDTV @SreenivasanJain busts claims around #CAA - Watch and share @_IndianMuslims @IndiasMuslims https://twitter.com/ndtv/status/1214963485693632515Â â€¦,0,"['ndtv', 'sreenivasanjain', '_indianmuslims', 'indiasmuslims']",0,7,9,['#caa'],False
1.21496565908118E+018,2020-01-08,23:12:40,India Standard Time,somenmohanty,"@RakeshSinha01 ji, a question for you. Why didnÕt you put religious prosecution anywhere in the #CAA which you passed in the Parliament?",0,"['ndtv', 'onreality_check', 'rakeshsinha01']",0,0,1,['#caa'],False
1.21496538851082E+018,2020-01-08,23:11:36,India Standard Time,rajrra,This video is reportedly from Kerala. About protest against #CAA. Protestors are beating the pictures of Hindu Gods with shoes and then stamping them with feet and setting them on fire. @HMOIndia must take strict action. @BJP4India @amitmalviya @INCIndia @cpimspeak @republic pic.twitter.com/wW4U81ImWK,0,"['hmoindia', 'bjp4india', 'amitmalviya', 'incindia', 'cpimspeak', 'republic']",0,0,0,['#caa'],False
1.21496536623068E+018,2020-01-08,23:11:30,India Standard Time,piyush4india,"I am sorry #Lakshmi that a stupid greedy act of @deepikapadukone has ruined the story of your heroic efforts to survive, live strongly and fight.

She stood with people who are protesting against #CAA #NRC without any knowledge.

Your story needs to reach masses.

@meghnagulzar",1,"['nationalist_om', 'deepikapadukone', 'meghnagulzar']",0,0,0,"['#lakshmi', '#caa', '#nrc']",False
1.21496536482135E+018,2020-01-08,23:11:30,India Standard Time,monukau42897874,They are not #students sir because these all people's Run by the political party for their political gain and whatever going on in the country on the name of #Caa or in the #universitiescampus that is totally directed by the some opposition party's leaders. @RahulGandhi @INCIndia,0,"['vivekagnihotri', 'rahulgandhi', 'incindia']",0,0,1,"['#students', '#caa', '#universitiescampus']",False
1.21496530854644E+018,2020-01-08,23:11:17,India Standard Time,abhisfhd,"@_YogendraYadav Nidhi & Anurag ji, Please share source of funding for the protest against #CAA also Share of @OfficialDGISPR . Is there any commitment on providing you all with employment in @pid_gov in case current fake protest punctured which is most likely #JNUHiddenTruth",0,"['nidhi', 'anuragkashyap72', 'ndtv', '_yogendrayadav', 'officialdgispr', 'pid_gov']",0,0,0,"['#caa', '#jnuhiddentruth']",False
1.21496529636618E+018,2020-01-08,23:11:14,India Standard Time,jaanvii_,"India is the only country where leaders come from Italy, voters from Bangladesh and slogans of Pakistan zindabad are raised. People with 2 children pay tax and those with 12 get subsidy.
#ISupportCAA_NRC #CAASupport #CAA #NRC #NRC_CAA #CAA_NRC_NPR #NRC_CAA_NPR #nrcbill #ModiShah",1,[],0,0,0,"['#isupportcaa_nrc', '#caasupport', '#caa', '#nrc', '#nrc_caa', '#caa_nrc_npr', '#nrc_caa_npr', '#nrcbill', '#modishah']",False
1.21495668680644E+018,2020-01-08,22:37:01,India Standard Time,mayaramarvind,"Someone asked me this question : Why are Hindu Tamils excluded from #CAA purview when they too are a persecuted lot? 

Well, I really donÕt know!",0,[],0,0,2,['#caa'],False
1.21495615818147E+018,2020-01-08,22:34:55,India Standard Time,lovezaynnmalik,"Another day another victim...
Dear Indian government instead of any #CAA or #NRC we need a strong law that brings justice to the rape victims immediately so that we can roam around fearlessly... 
#Ripkajal ",0,[],0,0,0,"['#caa', '#nrc', '#ripkajal']",False
1.21495613027257E+018,2020-01-08,22:34:48,India Standard Time,rsvas2,but he was selective silent moron... especially in #CAA and #JNU,0,['selvachidambara'],0,0,0,"['#caa', '#jnu']",False
1.21495299106256E+018,2020-01-08,22:22:20,India Standard Time,7897143216,"Be Neutral for while and Think what #India needs...#JaiHind
#Economy
#Jobs
#Vikaas

Vs

#CAA
#NRC

January 2, 2020: https://www.thehindu.com/opinion/cartoon/cartoonscape-january-2-2020/article30453280.eceÂ â€¦",0,[],0,0,0,"['#india', '#jaihind', '#economy', '#jobs', '#vikaas', '#caa', '#nrc']",False
1.21495297625662E+018,2020-01-08,22:22:16,India Standard Time,ranamehulj,"I Support Citizenship Amendment Act
#CAA
#IsupportCAA
#IndiaSupportsCAA pic.twitter.com/rbkY8ve1ks",0,[],0,0,0,"['#caa', '#isupportcaa', '#indiasupportscaa']",False
1.21495243611E+018,2020-01-08,22:20:08,India Standard Time,drjaydesai,Are they really opposing #CAA or something else!  pic.twitter.com/80HGFfuKKX,0,[],0,1,3,['#caa'],False
1.21495230923646E+018,2020-01-08,22:19:37,India Standard Time,sharmila_das,"#shameonbollywood & bulk of #Bollywood brigade whose IQ, information & general awareness levels are abysmally low!! Time and again they expose their ignorance & make a mockery of themselves be it @FarOutAkhtar who looks blank and blabbers when questioned abt #CAA or @deepikapadukone here https://twitter.com/AMISHDEVGAN/status/1214713586259501056Â â€¦",1,"['faroutakhtar', 'deepikapadukone']",0,0,0,"['#shameonbollywood', '#bollywood', '#caa']",False
